"","date","Big_newspapers","Letter","Letter_Reminder","Other","Other_Media","Partners","Snowball_Campaign","Social_Media","Social_Media_Boosted","freq","Heard_Other","Heard_Snowball","Heard_Social_Media","Heard_Partners_Newsletter","Heard_Letter","Heard_Media","drop_mean_age","participate_mean_age","All_mean_age","Heard_freq_P","Heard_Other_P","Heard_Snowball_P","Heard_Social_Media_P","Heard_Partners_Newsletter_P","Heard_Letter_P","Heard_Media_P","Letter_B","Social_Media_B","Social_Media_Boosted_B","Other_B","Media_B","Big_newspaper_B","Social_Media_Boosted_exposure","Partners_exposure","Social_Media_exposure","Other_Media_exposure","Letter_exposure","Big_newspapers_exposure","Letter_Reminder_exposure","Other_exposure","Snowball_Campaign_exposure","Social_Media_Boosted_exposure_Lagged_1","Social_Media_Boosted_exposure_Lagged_2","Social_Media_Boosted_exposure_Lagged_3","Social_Media_Boosted_exposure_Lagged_4","Social_Media_Boosted_exposure_Lagged_5","Partners_exposure_Lagged_1","Partners_exposure_Lagged_2","Partners_exposure_Lagged_3","Partners_exposure_Lagged_4","Partners_exposure_Lagged_5","Social_Media_exposure_Lagged_1","Social_Media_exposure_Lagged_2","Social_Media_exposure_Lagged_3","Social_Media_exposure_Lagged_4","Social_Media_exposure_Lagged_5","Other_Media_exposure_Lagged_1","Other_Media_exposure_Lagged_2","Other_Media_exposure_Lagged_3","Other_Media_exposure_Lagged_4","Other_Media_exposure_Lagged_5","Letter_exposure_Lagged_1","Letter_exposure_Lagged_2","Letter_exposure_Lagged_3","Letter_exposure_Lagged_4","Letter_exposure_Lagged_5","Big_newspapers_exposure_Lagged_1","Big_newspapers_exposure_Lagged_2","Big_newspapers_exposure_Lagged_3","Big_newspapers_exposure_Lagged_4","Big_newspapers_exposure_Lagged_5","Letter_Reminder_exposure_Lagged_1","Letter_Reminder_exposure_Lagged_2","Letter_Reminder_exposure_Lagged_3","Letter_Reminder_exposure_Lagged_4","Letter_Reminder_exposure_Lagged_5","Other_exposure_Lagged_1","Other_exposure_Lagged_2","Other_exposure_Lagged_3","Other_exposure_Lagged_4","Other_exposure_Lagged_5","Snowball_Campaign_exposure_Lagged_1","Snowball_Campaign_exposure_Lagged_2","Snowball_Campaign_exposure_Lagged_3","Snowball_Campaign_exposure_Lagged_4","Snowball_Campaign_exposure_Lagged_5","Days","days_Since_letter","days_Since_letter_Reminder","days_Since_Snowball","Reach","R_Lag2","R_Lag3","R_Lag4","R_Lag5","R_Lag6","R_Lag7","R_Lag8","R_Lag9","R_Lag10","SM_Lag2","SM_Lag3","SM_Lag4","SM_Lag5","SM_Lag6","SM_Lag7","SM_Lag8","SM_Lag9","SM_Lag10","Letter_Lag2","Letter_Lag3","Letter_Lag4","Letter_Lag5","Letter_Lag6","Letter_Lag7","Letter_Lag8","Letter_Lag9","Letter_Lag10","Letter_Lag11","Letter_Lag12","Letter_Lag13","Letter_Lag14","Letter_Lag15","Letter_Lag16","Letter_Lag17","Letter_Lag18","Letter_Lag19","Letter_Lag20","Letter_Reminder_Lag2","Letter_Reminder_Lag3","Letter_Reminder_Lag4","Letter_Reminder_Lag5","Letter_Reminder_Lag6","Letter_Reminder_Lag7","Letter_Reminder_Lag8","Letter_Reminder_Lag9","Letter_Reminder_Lag10","Big_newspaper_Lag2","Big_newspaper_Lag3","Big_newspaper_Lag4","Big_newspaper_Lag5","Big_newspaper_Lag6","Big_newspaper_Lag7","Big_newspaper_Lag8","Big_newspaper_Lag9","Big_newspaper_Lag10","Other_Media_Lag2","Other_Media_Lag3","Other_Media_Lag4","Other_Media_Lag5","Other_Media_Lag6","Other_Media_Lag7","Other_Media_Lag8","Other_Media_Lag9","Other_Media_Lag10","Partners_Lag2","Partners_Lag3","Partners_Lag4","Partners_Lag5","Partners_Lag6","Partners_Lag7","Partners_Lag8","Partners_Lag9","Partners_Lag10","Snowball_Lag2","Snowball_Lag3","Snowball_Lag4","Snowball_Lag5","Snowball_Lag6","Snowball_Lag7","Snowball_Lag8","Snowball_Lag9","Snowball_Lag10","Other_Lag2","Other_Lag3","Other_Lag4","Other_Lag5","Other_Lag6","Other_Lag7","Other_Lag8","Other_Lag9","Other_Lag10","lg_Reach","lg_R_Lag2","lg_R_Lag3","lg_R_Lag4","lg_R_Lag5","lg_R_Lag6","lg_R_Lag7","lg_R_Lag8","lg_R_Lag9","lg_R_Lag10","days","new_campain"
"154","2018-11-06",0,0,0,1,0,0,1,0,0,4,1,0,1,1,1,0,NA,32.75,32.75,4,1,0,1,1,1,0,0,0,0,1,0,NA,1,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154,118,103,0,0.49,0.653333333333333,0.735,0.784,0.816666666666667,0.84,0.8575,0.8575,0.872222222222222,0.912363636363636,0,0,0,0,0.0952380952380952,0.142857142857143,0.166666666666667,0.177777777777778,0.181818181818182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0357142857142857,0.0555555555555556,0.0666666666666667,0.0727272727272727,0.666666666666667,0.5,0.4,0.333333333333333,0.285714285714286,0.25,0.222222222222222,0.2,0.181818181818182,0.666666666666667,0.5,0.4,0.333333333333333,0.285714285714286,0.25,0.222222222222222,0.2,0.181818181818182,-0.527632742082372,-0.283247475383915,-0.180323554131282,-0.123298216344494,-0.0870113769896298,-0.0618754037180876,-0.0434295579273361,-0.0434295579273361,-0.0281708769666964,0.0122878307936933,154,2
"155","2018-11-07",0,0,0,0,0,0,0,0,0,3,0,2,1,0,0,0,29,34.5,32.6666666666667,2,0,2,0,0,0,0,0,0,0,0,0,NA,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,155,119,104,1,0.49,0.653333333333333,0.735,0.784,0.816666666666667,0.84,0.8575,0.871111111111111,0.871111111111111,0.882909090909091,0,0,0,0,0,0.0714285714285714,0.111111111111111,0.133333333333333,0.145454545454545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0277777777777778,0.0444444444444444,0.0545454545454545,0.333333333333333,0.333333333333333,0.3,0.266666666666667,0.238095238095238,0.214285714285714,0.194444444444444,0.177777777777778,0.163636363636364,0.333333333333333,0.333333333333333,0.3,0.266666666666667,0.238095238095238,0.214285714285714,0.194444444444444,0.177777777777778,0.163636363636364,-0.527632742082372,-0.283247475383915,-0.180323554131282,-0.123298216344494,-0.0870113769896298,-0.0618754037180876,-0.0434295579273361,-0.0293143876687754,-0.0293143876687754,-0.0172386443841694,155,0
"156","2018-11-08",0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,30,60.3333333333333,52.75,3,0,3,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,156,120,105,2,0,0.163333333333333,0.245,0.294,0.326666666666667,0.35,0.3675,0.381111111111111,0.392,0.392,0,0,0,0,0,0,0.0555555555555556,0.0888888888888889,0.109090909090909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0222222222222222,0.0363636363636364,0,0.166666666666667,0.2,0.2,0.19047619047619,0.178571428571429,0.166666666666667,0.155555555555556,0.145454545454545,0,0.166666666666667,0.2,0.2,0.19047619047619,0.178571428571429,0.166666666666667,0.155555555555556,0.145454545454545,-2.30258509299405,-1.33433462218918,-1.06421086195078,-0.931404369684203,-0.851752210736584,-0.798507696217772,-0.760355930253395,-0.731657035321821,-0.709276562489829,-0.709276562489829,156,0
"157","2018-11-09",0,0,0,0,0,0,0,0,0,3,0,2,1,0,0,0,NA,34.6666666666667,34.6666666666667,3,0,2,1,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,157,121,106,3,0,0,0.0816666666666667,0.147,0.196,0.233333333333333,0.2625,0.285833333333333,0.304888888888889,0.320727272727273,0,0,0,0,0,0,0,0.0444444444444444,0.0727272727272727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0181818181818182,0,0,0.1,0.133333333333333,0.142857142857143,0.142857142857143,0.138888888888889,0.133333333333333,0.127272727272727,0,0,0.1,0.133333333333333,0.142857142857143,0.142857142857143,0.138888888888889,0.133333333333333,0.127272727272727,-2.30258509299405,-2.30258509299405,-1.705581772987,-1.39836694235416,-1.21739582465808,-1.09861228866811,-1.01473080468741,-0.952349781689858,-0.904142597938508,-0.86577046346694,157,0
"158","2018-11-10",0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,NA,41,41,1,0,0,0,1,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,158,122,107,4,0,0,0,0.049,0.098,0.14,0.175,0.204166666666667,0.228666666666667,0.249454545454545,0,0,0,0,0,0,0,0,0.0363636363636364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0666666666666667,0.0952380952380952,0.107142857142857,0.111111111111111,0.111111111111111,0.109090909090909,0,0,0,0.0666666666666667,0.0952380952380952,0.107142857142857,0.111111111111111,0.111111111111111,0.109090909090909,-2.30258509299405,-2.30258509299405,-2.30258509299405,-1.90380897303668,-1.6194882482876,-1.42711635564015,-1.29098418131557,-1.1901794821936,-1.11271121304761,-1.05138178169032,158,0
"159","2018-11-11",0,0,0,0,0,0,0,0,0,3,0,2,1,0,0,0,NA,26.3333333333333,26.3333333333333,3,0,2,1,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,159,123,108,5,0,0,0,0,0.0326666666666667,0.07,0.105,0.136111111111111,0.163333333333333,0.187090909090909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0476190476190476,0.0714285714285714,0.0833333333333333,0.0888888888888889,0.0909090909090909,0,0,0,0,0.0476190476190476,0.0714285714285714,0.0833333333333333,0.0888888888888889,0.0909090909090909,-2.30258509299405,-2.30258509299405,-2.30258509299405,-2.30258509299405,-2.01991556236581,-1.77195684193188,-1.58474529984373,-1.44345277495984,-1.33433462218918,-1.24795635696492,159,0
"160","2018-11-12",0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,NA,47,47,2,0,2,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,124,109,6,0,0,0,0,0,0.0233333333333333,0.0525,0.0816666666666667,0.108888888888889,0.133636363636364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0357142857142857,0.0555555555555556,0.0666666666666667,0.0727272727272727,0,0,0,0,0,0.0357142857142857,0.0555555555555556,0.0666666666666667,0.0727272727272727,-2.30258509299405,-2.30258509299405,-2.30258509299405,-2.30258509299405,-2.30258509299405,-2.09286456201198,-1.88059068293467,-1.705581772987,-1.56595280049436,-1.45398937389124,160,0
"161","2018-11-13",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161,125,110,7,0,0,0,0,0,0,0.0175,0.0408333333333333,0.0653333333333333,0.0890909090909091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0277777777777778,0.0444444444444444,0.0545454545454545,0,0,0,0,0,0,0.0277777777777778,0.0444444444444444,0.0545454545454545,-2.30258509299405,-2.30258509299405,-2.30258509299405,-2.30258509299405,-2.30258509299405,-2.30258509299405,-2.14131694539792,-1.96017812085302,-1.79979164092532,-1.66552737908514,161,0
"162","2018-11-14",0,0,0,0,0,0,0,1,3,2,0,1,1,0,0,0,NA,53,53,2,0,1,1,0,0,0,0,1,1,0,0,NA,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162,126,111,8,0.412,0.412,0.412,0.412,0.412,0.412,0.412,0.425611111111111,0.444666666666667,0.465454545454545,0.666666666666667,0.5,0.4,0.333333333333333,0.285714285714286,0.25,0.222222222222222,0.2,0.181818181818182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0222222222222222,0.0363636363636364,0,0,0,0,0,0,0,0.0222222222222222,0.0363636363636364,-0.669430653942629,-0.669430653942629,-0.669430653942629,-0.669430653942629,-0.669430653942629,-0.669430653942629,-0.669430653942629,-0.643193672173857,-0.607581292230299,-0.570125366047282,162,4
"163","2018-11-15",0,0,0,1,0,0,0,0,0,6,1,2,3,0,0,0,25,35.8,34,5,1,2,2,0,0,0,0,0,0,1,0,NA,3,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163,127,112,9,0.78,0.917333333333333,0.917333333333333,0.9036,0.889866666666667,0.878095238095238,0.868285714285714,0.860111111111111,0.864133333333333,0.874145454545455,0.333333333333333,0.333333333333333,0.3,0.266666666666667,0.238095238095238,0.214285714285714,0.194444444444444,0.177777777777778,0.163636363636364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0181818181818182,0.666666666666667,0.5,0.4,0.333333333333333,0.285714285714286,0.25,0.222222222222222,0.2,0.2,-0.127833371509885,0.017184824754101,0.017184824754101,0.00359353551013022,-0.0101850250583653,-0.0221482332230108,-0.0322280758704537,-0.0407062604769571,-0.03652568134945,-0.0261946491736471,163,1
"164","2018-11-16",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,NA,23,23,1,0,0,1,0,0,0,0,0,0,0,0,NA,3,0,0,0,0,0,0,1,0,3,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,164,128,113,10,1.001,1.261,1.32966666666667,1.3174,1.2914,1.26519047619048,1.24171428571429,1.22133333333333,1.20375555555556,1.19747272727273,0,0.166666666666667,0.2,0.2,0.19047619047619,0.178571428571429,0.166666666666667,0.155555555555556,0.145454545454545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.833333333333333,0.7,0.6,0.523809523809524,0.464285714285714,0.416666666666667,0.377777777777778,0.345454545454545,0.0962188577405429,0.308219723669329,0.357441316866634,0.348824207394019,0.330310434507404,0.31129396189839,0.293948114030427,0.278641327799632,0.265248988536081,0.26041831639401,164,0
"165","2018-11-17",0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,71,73,72,1,0,0,1,0,0,0,0,0,0,0,0,NA,3,0,0,0,0,0,0,1,0,3,3,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,165,129,114,11,0.915,1.24866666666667,1.37866666666667,1.4125,1.39286666666667,1.3607619047619,1.32764285714286,1.29686111111111,1.26922222222222,1.24469090909091,0,0,0.1,0.133333333333333,0.142857142857143,0.142857142857143,0.138888888888889,0.133333333333333,0.127272727272727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.9,0.8,0.714285714285714,0.642857142857143,0.583333333333333,0.533333333333333,0.490909090909091,0.0148886124937508,0.299116450077444,0.391140780820011,0.41376391092286,0.400698208920484,0.37895815217919,0.356024732597146,0.334227655941632,0.314242857619767,0.296164179276689,165,0
"166","2018-11-18",0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,NA,58,58,2,0,1,1,0,0,0,0,0,0,0,0,NA,3,0,0,0,0,0,0,1,0,3,3,3,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,166,130,115,12,0.755,1.06,1.22683333333333,1.3077,1.33066666666667,1.31419047619048,1.28539285714286,1.25386111111111,1.22315555555556,1.19454545454545,0,0,0,0.0666666666666667,0.0952380952380952,0.107142857142857,0.111111111111111,0.111111111111111,0.109090909090909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0.933333333333333,0.857142857142857,0.785714285714286,0.722222222222222,0.666666666666667,0.618181818181818,-0.156653810045377,0.148420005118273,0.282795150878386,0.341957166851783,0.358140536100343,0.346557265750447,0.325983750784542,0.302960592501339,0.280019456116435,0.258159633185459,166,0
"167","2018-11-19",0,0,0,0,0,1,0,0,0,10,1,5,1,2,0,1,41.5,41.25,41.3,8,1,3,1,2,0,1,0,0,0,0,0,NA,3,1,0,0,0,0,0,1,0,3,3,3,3,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,167,131,116,13,0.846,1.09766666666667,1.25016666666667,1.3556,1.4158,1.43695238095238,1.42717857142857,1.40533333333333,1.37931111111111,1.35258181818182,0,0,0,0,0.0476190476190476,0.0714285714285714,0.0833333333333333,0.0888888888888889,0.0909090909090909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.666666666666667,0.5,0.4,0.333333333333333,0.285714285714286,0.25,0.222222222222222,0.2,0.181818181818182,0,0,0,0,0,0,0,0,0,1,1,1,1,0.952380952380952,0.892857142857143,0.833333333333333,0.777777777777778,0.727272727272727,-0.0555127099302588,0.180375219463272,0.300228041620299,0.375418186755868,0.415943352395792,0.429801482262837,0.42342196205056,0.409014357619306,0.391576513947881,0.373342537370454,167,1
"168","2018-11-20",0,0,0,0,0,1,0,0,0,13,0,1,9,2,0,1,52,42.25,43,12,0,1,8,2,0,1,0,0,0,0,0,NA,3,1,0,0,0,0,0,1,0,3,3,3,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,168,132,117,14,0.886,1.168,1.29383333333333,1.3823,1.45133333333333,1.49442857142857,1.5105,1.50252777777778,1.48386666666667,1.46078181818182,0,0,0,0,0,0.0357142857142857,0.0555555555555556,0.0666666666666667,0.0727272727272727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.833333333333333,0.7,0.6,0.523809523809524,0.464285714285714,0.416666666666667,0.377777777777778,0.345454545454545,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0.964285714285714,0.916666666666667,0.866666666666667,0.818181818181818,-0.0140989243795016,0.237440856015034,0.332057745171334,0.393594935537677,0.43911477621199,0.466515409618265,0.476544689789117,0.47158224368915,0.459869114765138,0.445186861221124,168,1
"169","2018-11-21",0,0,0,0,0,0,0,0,0,16,1,1,14,0,0,0,36.8333333333333,37.1,37,10,0,1,9,0,0,0,0,0,0,0,0,NA,3,0,0,0,0,0,0,1,0,3,3,3,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,169,133,118,15,0.613,0.908333333333333,1.04933333333333,1.1235,1.18013333333333,1.2277619047619,1.25917857142857,1.271,1.26373333333333,1.24714545454545,0,0,0,0,0,0,0.0277777777777778,0.0444444444444444,0.0545454545454545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333333333,0.5,0.5,0.466666666666667,0.428571428571429,0.392857142857143,0.361111111111111,0.333333333333333,0.309090909090909,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0.972222222222222,0.933333333333333,0.890909090909091,-0.338273858567841,0.00829880281469506,0.139182064133337,0.201715603900589,0.246964239173222,0.28349474639722,0.306880525674918,0.315540400580177,0.310226036886676,0.297987875670716,169,0
"170","2018-11-22",0,0,0,0,0,0,0,0,0,5,0,0,4,1,0,0,NA,38,38,5,0,0,4,1,0,0,0,0,0,0,0,NA,1,0,0,0,0,0,0,1,0,3,3,3,3,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,170,134,119,16,0.427,0.631333333333333,0.779,0.8727,0.9308,0.978047619047619,1.01942857142857,1.04877777777778,1.06237777777778,1.05972727272727,0,0,0,0,0,0,0,0.0222222222222222,0.0363636363636364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166666666666667,0.3,0.333333333333333,0.333333333333333,0.321428571428571,0.305555555555556,0.288888888888889,0.272727272727273,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0.977777777777778,0.945454545454546,-0.640554730440775,-0.312885926815071,-0.12897038129696,-0.0276795691067424,0.0303351997960731,0.0751516450247458,0.112818351026981,0.138698575268337,0.150467715556591,0.148184867757782,170,0
"171","2018-11-23",0,0,0,0,0,0,0,0,0,5,2,1,1,1,0,0,32,29.75,30.2,4,2,1,0,1,0,0,0,0,0,0,0,NA,1,0,0,0,0,0,0,1,0,1,3,3,3,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,171,135,120,17,0.559,0.701333333333333,0.8035,0.8983,0.97,1.02052380952381,1.06378571428571,1.10280555555556,1.13233333333333,1.14872727272727,0,0,0,0,0,0,0,0,0.0181818181818182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.2,0.238095238095238,0.25,0.25,0.244444444444444,0.236363636363636,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0.981818181818182,-0.41703174447963,-0.221478271995149,-0.101479168949854,-0.00170144663975746,0.0676586484738149,0.11379626305032,0.151678238105559,0.184656790973878,0.208909391286385,0.222124850796804,171,0
"172","2018-11-24",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,NA,1,0,1,0,0,0,0,1,0,1,1,3,3,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,172,136,121,18,0.699,0.885333333333333,0.9565,1.0134,1.07426666666667,1.12566666666667,1.16492857142857,1.20030555555556,1.23342222222222,1.25956363636364,0.666666666666667,0.5,0.4,0.333333333333333,0.285714285714286,0.25,0.222222222222222,0.2,0.181818181818182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0666666666666667,0.142857142857143,0.178571428571429,0.194444444444444,0.2,0.2,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,-0.224394333215862,-0.0147752855821544,0.0549615580739743,0.10741839676727,0.160643839281058,0.203484913651025,0.235015655311404,0.262599279584318,0.287748736896324,0.307163792647812,172,1
