"","date","Big_newspapers","Letter","Letter_Reminder","Other","Other_Media","Partners","Snowball_Campaign","Social_Media","Social_Media_Boosted","freq","Heard_Other","Heard_Snowball","Heard_Social_Media","Heard_Partners_Newsletter","Heard_Letter","Heard_Media","drop_mean_age","participate_mean_age","All_mean_age","Heard_freq_P","Heard_Other_P","Heard_Snowball_P","Heard_Social_Media_P","Heard_Partners_Newsletter_P","Heard_Letter_P","Heard_Media_P","Letter_B","Social_Media_B","Social_Media_Boosted_B","Other_B","Media_B","Big_newspaper_B","Social_Media_Boosted_exposure","Partners_exposure","Social_Media_exposure","Other_Media_exposure","Letter_exposure","Big_newspapers_exposure","Letter_Reminder_exposure","Other_exposure","Snowball_Campaign_exposure","Social_Media_Boosted_exposure_Lagged_1","Social_Media_Boosted_exposure_Lagged_2","Social_Media_Boosted_exposure_Lagged_3","Social_Media_Boosted_exposure_Lagged_4","Social_Media_Boosted_exposure_Lagged_5","Partners_exposure_Lagged_1","Partners_exposure_Lagged_2","Partners_exposure_Lagged_3","Partners_exposure_Lagged_4","Partners_exposure_Lagged_5","Social_Media_exposure_Lagged_1","Social_Media_exposure_Lagged_2","Social_Media_exposure_Lagged_3","Social_Media_exposure_Lagged_4","Social_Media_exposure_Lagged_5","Other_Media_exposure_Lagged_1","Other_Media_exposure_Lagged_2","Other_Media_exposure_Lagged_3","Other_Media_exposure_Lagged_4","Other_Media_exposure_Lagged_5","Letter_exposure_Lagged_1","Letter_exposure_Lagged_2","Letter_exposure_Lagged_3","Letter_exposure_Lagged_4","Letter_exposure_Lagged_5","Big_newspapers_exposure_Lagged_1","Big_newspapers_exposure_Lagged_2","Big_newspapers_exposure_Lagged_3","Big_newspapers_exposure_Lagged_4","Big_newspapers_exposure_Lagged_5","Letter_Reminder_exposure_Lagged_1","Letter_Reminder_exposure_Lagged_2","Letter_Reminder_exposure_Lagged_3","Letter_Reminder_exposure_Lagged_4","Letter_Reminder_exposure_Lagged_5","Other_exposure_Lagged_1","Other_exposure_Lagged_2","Other_exposure_Lagged_3","Other_exposure_Lagged_4","Other_exposure_Lagged_5","Snowball_Campaign_exposure_Lagged_1","Snowball_Campaign_exposure_Lagged_2","Snowball_Campaign_exposure_Lagged_3","Snowball_Campaign_exposure_Lagged_4","Snowball_Campaign_exposure_Lagged_5","Days","days_Since_letter","days_Since_letter_Reminder","days_Since_Snowball","Reach","R_Lag2","R_Lag3","R_Lag4","R_Lag5","R_Lag6","R_Lag7","R_Lag8","R_Lag9","R_Lag10","SM_Lag2","SM_Lag3","SM_Lag4","SM_Lag5","SM_Lag6","SM_Lag7","SM_Lag8","SM_Lag9","SM_Lag10","Letter_Lag2","Letter_Lag3","Letter_Lag4","Letter_Lag5","Letter_Lag6","Letter_Lag7","Letter_Lag8","Letter_Lag9","Letter_Lag10","Letter_Lag11","Letter_Lag12","Letter_Lag13","Letter_Lag14","Letter_Lag15","Letter_Lag16","Letter_Lag17","Letter_Lag18","Letter_Lag19","Letter_Lag20","Letter_Reminder_Lag2","Letter_Reminder_Lag3","Letter_Reminder_Lag4","Letter_Reminder_Lag5","Letter_Reminder_Lag6","Letter_Reminder_Lag7","Letter_Reminder_Lag8","Letter_Reminder_Lag9","Letter_Reminder_Lag10","Big_newspaper_Lag2","Big_newspaper_Lag3","Big_newspaper_Lag4","Big_newspaper_Lag5","Big_newspaper_Lag6","Big_newspaper_Lag7","Big_newspaper_Lag8","Big_newspaper_Lag9","Big_newspaper_Lag10","Other_Media_Lag2","Other_Media_Lag3","Other_Media_Lag4","Other_Media_Lag5","Other_Media_Lag6","Other_Media_Lag7","Other_Media_Lag8","Other_Media_Lag9","Other_Media_Lag10","Partners_Lag2","Partners_Lag3","Partners_Lag4","Partners_Lag5","Partners_Lag6","Partners_Lag7","Partners_Lag8","Partners_Lag9","Partners_Lag10","Snowball_Lag2","Snowball_Lag3","Snowball_Lag4","Snowball_Lag5","Snowball_Lag6","Snowball_Lag7","Snowball_Lag8","Snowball_Lag9","Snowball_Lag10","Other_Lag2","Other_Lag3","Other_Lag4","Other_Lag5","Other_Lag6","Other_Lag7","Other_Lag8","Other_Lag9","Other_Lag10","lg_Reach","lg_R_Lag2","lg_R_Lag3","lg_R_Lag4","lg_R_Lag5","lg_R_Lag6","lg_R_Lag7","lg_R_Lag8","lg_R_Lag9","lg_R_Lag10","days","new_campain"
"135","2018-10-18",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,NA,34,34,1,1,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,135,99,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0357142857142857,0.0555555555555556,0.0666666666666667,0.0727272727272727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.833333333333333,1,1,1,0.964285714285714,0.916666666666667,0.866666666666667,0.818181818181818,-2.30258509299405,-2.30258509299405,-2.30258509299405,-2.30258509299405,-2.30258509299405,-2.30258509299405,-2.30258509299405,-2.30258509299405,-2.30258509299405,-2.30258509299405,135,0
"136","2018-10-19",0,0,0,0,0,0,0,1,0,2,0,1,0,0,1,0,60,27,43.5,1,0,1,0,0,0,0,0,1,0,0,0,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,136,100,85,0,0,0,0,0,0,0,0,0,0,0,0.666666666666667,0.5,0.4,0.333333333333333,0.285714285714286,0.25,0.25,0.244444444444444,0.236363636363636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.666666666666667,0.714285714285714,0.75,0.75,0.733333333333333,0.709090909090909,-2.30258509299405,-2.30258509299405,-2.30258509299405,-2.30258509299405,-2.30258509299405,-2.30258509299405,-2.30258509299405,-2.30258509299405,-2.30258509299405,-2.30258509299405,136,1
"137","2018-10-20",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,137,101,86,0,0,0,0,0,0,0,0,0,0,0,0.333333333333333,0.333333333333333,0.3,0.266666666666667,0.238095238095238,0.214285714285714,0.194444444444444,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333333333,0.476190476190476,0.535714285714286,0.583333333333333,0.6,0.6,-2.30258509299405,-2.30258509299405,-2.30258509299405,-2.30258509299405,-2.30258509299405,-2.30258509299405,-2.30258509299405,-2.30258509299405,-2.30258509299405,-2.30258509299405,137,0
"138","2018-10-21",0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,NA,19,19,1,0,0,0,1,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,138,102,87,0,0,0,0,0,0,0,0,0,0,0,0,0.166666666666667,0.2,0.2,0.19047619047619,0.178571428571429,0.166666666666667,0.155555555555556,0.163636363636364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.238095238095238,0.357142857142857,0.416666666666667,0.466666666666667,0.490909090909091,-2.30258509299405,-2.30258509299405,-2.30258509299405,-2.30258509299405,-2.30258509299405,-2.30258509299405,-2.30258509299405,-2.30258509299405,-2.30258509299405,-2.30258509299405,138,0
"139","2018-10-22",0,0,0,3,0,0,0,1,5,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,1,1,1,0,NA,5,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,103,88,0,1.03,1.03,1.03,1.03,1.03,1.03,1.03,1.03,1.03,1.03,0.666666666666667,0.5,0.5,0.466666666666667,0.428571428571429,0.392857142857143,0.361111111111111,0.333333333333333,0.309090909090909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3.17857142857143,3.27777777777778,3.33333333333333,3.38181818181818,0.122217632724249,0.122217632724249,0.122217632724249,0.122217632724249,0.122217632724249,0.122217632724249,0.122217632724249,0.122217632724249,0.122217632724249,0.122217632724249,139,9
"140","2018-10-23",0,0,0,0,0,1,0,1,0,3,0,0,3,0,0,0,35,43,40.3333333333333,2,0,0,2,0,0,0,0,1,0,0,0,NA,5,1,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,140,104,89,0,2.06,2.40333333333333,2.40333333333333,2.369,2.33466666666667,2.3052380952381,2.28071428571429,2.26027777777778,2.24311111111111,2.22854545454545,1,0.833333333333333,0.7,0.666666666666667,0.619047619047619,0.571428571428571,0.527777777777778,0.488888888888889,0.454545454545455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.666666666666667,0.5,0.4,0.333333333333333,0.285714285714286,0.25,0.222222222222222,0.2,0.181818181818182,0,0,0,0,0,0,0,0,0,1,1,0.9,0.8,0.714285714285714,0.642857142857143,0.722222222222222,0.755555555555555,0.763636363636364,0.770108221696074,0.917623177107934,0.917623177107934,0.903813210363043,0.889809854624558,0.877648898756538,0.86740056270439,0.85877931455934,0.851479580983877,0.845243804205509,140,2
"141","2018-10-24",0,0,0,0,0,0,0,0,0,4,0,1,3,0,0,0,NA,22.75,22.75,4,0,1,3,0,0,0,0,0,0,0,0,NA,5,0,0,0,0,0,0,0,0,5,5,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,141,105,90,0,2.06,2.74666666666667,2.91833333333333,2.884,2.81533333333333,2.74666666666667,2.68535714285714,2.63222222222222,2.58644444444444,2.54690909090909,0.333333333333333,0.5,0.5,0.466666666666667,0.476190476190476,0.464285714285714,0.444444444444444,0.422222222222222,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333333333,0.333333333333333,0.3,0.266666666666667,0.238095238095238,0.214285714285714,0.194444444444444,0.177777777777778,0.163636363636364,0,0,0,0,0,0,0,0,0,0,0.5,0.6,0.6,0.571428571428571,0.535714285714286,0.5,0.577777777777778,0.618181818181818,0.770108221696074,1.04614871913237,1.10470480266727,1.09326468234151,1.06998416432262,1.04614871913237,1.0243761031672,1.00511527889188,0.988218551443581,0.973392578457641,141,0
"142","2018-10-25",0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,53,50,51.5,1,0,0,1,0,0,0,0,0,0,0,0,NA,5,0,0,0,0,0,0,0,0,5,5,5,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,142,106,91,0,2.06,2.74666666666667,3.09,3.193,3.15866666666667,3.09,3.01642857142857,2.94694444444444,2.884,2.82781818181818,0,0.166666666666667,0.3,0.333333333333333,0.333333333333333,0.357142857142857,0.361111111111111,0.355555555555556,0.345454545454545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166666666666667,0.2,0.2,0.19047619047619,0.178571428571429,0.166666666666667,0.155555555555556,0.145454545454545,0,0,0,0,0,0,0,0,0,0,0,0.3,0.4,0.428571428571429,0.428571428571429,0.416666666666667,0.4,0.472727272727273,0.770108221696074,1.04614871913237,1.16002091679675,1.19179900339423,1.18131811376113,1.16002091679675,1.13668765752026,1.11413926696713,1.09326468234151,1.07425749779743,142,0
"143","2018-10-26",0,0,0,0,0,0,0,1,0,4,1,0,3,0,0,0,NA,41,41,4,1,0,3,0,0,0,0,1,0,0,0,NA,5,0,1,0,0,0,0,0,0,5,5,5,5,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,143,107,92,0,2.06,2.74666666666667,3.09,3.296,3.36466666666667,3.3352380952381,3.27392857142857,3.20444444444444,3.13577777777778,3.07127272727273,0.666666666666667,0.5,0.5,0.533333333333333,0.523809523809524,0.5,0.5,0.488888888888889,0.472727272727273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.133333333333333,0.142857142857143,0.142857142857143,0.138888888888889,0.133333333333333,0.127272727272727,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.285714285714286,0.321428571428571,0.333333333333333,0.333333333333333,0.327272727272727,0.770108221696074,1.04614871913237,1.16002091679675,1.2225982684491,1.24261642791814,1.23408623775197,1.21607781360584,1.19526836369579,1.17426932495249,1.15413299856637,143,1
"144","2018-10-27",0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,NA,43.2,43.2,5,0,0,5,0,0,0,0,0,0,0,0,NA,5,0,0,0,0,0,0,0,0,5,5,5,5,5,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,144,108,93,0,2.06,2.74666666666667,3.09,3.296,3.43333333333333,3.48238095238095,3.45785714285714,3.40472222222222,3.34177777777778,3.27727272727273,0.333333333333333,0.333333333333333,0.3,0.333333333333333,0.380952380952381,0.392857142857143,0.388888888888889,0.4,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0666666666666667,0.0952380952380952,0.107142857142857,0.111111111111111,0.111111111111111,0.109090909090909,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857142857143,0.214285714285714,0.25,0.266666666666667,0.272727272727273,0.770108221696074,1.04614871913237,1.16002091679675,1.2225982684491,1.26224171244991,1.27602764984871,1.26915843746993,1.25411126548354,1.23598813375795,1.2170684983654,144,0
"145","2018-10-28",0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,NA,66.75,66.75,4,0,0,4,0,0,0,0,0,0,0,0,NA,5,0,0,0,0,0,0,0,0,5,5,5,5,5,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,109,94,0,2.06,2.74666666666667,3.09,3.296,3.43333333333333,3.53142857142857,3.56821428571429,3.54777777777778,3.502,3.44581818181818,0,0.166666666666667,0.2,0.2,0.238095238095238,0.285714285714286,0.305555555555556,0.311111111111111,0.327272727272727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0476190476190476,0.0714285714285714,0.0833333333333333,0.0888888888888889,0.0909090909090909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.107142857142857,0.166666666666667,0.2,0.218181818181818,0.770108221696074,1.04614871913237,1.16002091679675,1.2225982684491,1.26224171244991,1.28962611670599,1.29970497300251,1.29411815417728,1.28148924675376,1.2657689321745,145,0
"146","2018-10-29",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,5,0,0,0,0,0,0,0,0,5,5,5,5,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146,110,95,0,1.03,1.71666666666667,2.06,2.266,2.40333333333333,2.50142857142857,2.575,2.60361111111111,2.58644444444444,2.54690909090909,0,0,0.1,0.133333333333333,0.142857142857143,0.178571428571429,0.222222222222222,0.244444444444444,0.254545454545455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0357142857142857,0.0555555555555556,0.0666666666666667,0.0727272727272727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0833333333333333,0.133333333333333,0.163636363636364,0.122217632724249,0.597003320007043,0.770108221696074,0.861200765556195,0.917623177107934,0.956060744684203,0.98394938034797,0.994588327982292,0.988218551443581,0.973392578457641,146,0
"147","2018-10-30",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,24,NA,24,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,5,5,5,5,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147,111,96,0,0,0.343333333333333,0.686666666666667,0.927,1.09866666666667,1.22619047619048,1.32428571428571,1.40194444444444,1.442,1.442,0,0,0,0.0666666666666667,0.0952380952380952,0.107142857142857,0.138888888888889,0.177777777777778,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0277777777777778,0.0444444444444444,0.0545454545454545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0666666666666667,0.109090909090909,-2.30258509299405,-0.813433346434447,-0.239950669630591,0.0266419309464213,0.181209827941264,0.28231052864987,0.353670434918434,0.406760564937804,0.433080275141138,0.433080275141138,147,0
"148","2018-10-31",0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,27,NA,27,0,0,0,0,0,0,0,0,0,1,0,0,NA,1,1,0,0,0,0,0,0,0,0,5,5,5,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,112,97,0,0.49,0.49,0.661666666666667,0.902,1.108,1.2747619047619,1.40964285714286,1.52,1.61155555555556,1.66981818181818,0,0,0,0,0.0476190476190476,0.0714285714285714,0.0833333333333333,0.111111111111111,0.145454545454545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.666666666666667,0.5,0.4,0.333333333333333,0.285714285714286,0.25,0.222222222222222,0.222222222222222,0.218181818181818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0545454545454545,-0.527632742082372,-0.527632742082372,-0.272246264321942,0.00199800266267306,0.188966099512623,0.318280555951421,0.411873104403495,0.482426149244293,0.537402638616443,0.570876819172837,148,2
"149","2018-11-01",0,0,0,0,0,0,0,2,0,6,0,0,5,1,0,0,29.5,32,31.1666666666667,4,0,0,3,1,0,0,0,1,0,0,0,NA,1,0,2,0,0,0,0,0,0,1,0,5,5,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149,113,98,0,0.49,0.653333333333333,0.653333333333333,0.74,0.895333333333333,1.04809523809524,1.18357142857143,1.30055555555556,1.40111111111111,1.48781818181818,2,2,2,2,2,2.03571428571429,2.05555555555556,2.06666666666667,2.09090909090909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333333333,0.333333333333333,0.3,0.266666666666667,0.238095238095238,0.214285714285714,0.194444444444444,0.177777777777778,0.181818181818182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.527632742082372,-0.283247475383915,-0.283247475383915,-0.174353387144778,-0.00467758955111109,0.138104254469657,0.249646371180209,0.336868983303664,0.406205574635888,0.462360861193171,149,2
"150","2018-11-02",0,0,0,0,0,0,0,0,0,10,0,1,7,2,0,0,37.3333333333333,35,35.7,7,0,0,6,1,0,0,0,0,0,0,0,NA,1,0,0,0,0,0,0,0,0,1,1,0,5,5,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,114,99,0,0.49,0.653333333333333,0.735,0.735,0.787333333333333,0.896190476190476,1.01357142857143,1.12472222222222,1.22555555555556,1.31563636363636,0.666666666666667,0.666666666666667,0.6,0.533333333333333,0.476190476190476,0.428571428571429,0.416666666666667,0.4,0.381818181818182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166666666666667,0.2,0.2,0.19047619047619,0.178571428571429,0.166666666666667,0.155555555555556,0.145454545454545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.527632742082372,-0.283247475383915,-0.180323554131282,-0.180323554131282,-0.11953456869519,-0.00381679852670085,0.107572353454427,0.202714060913736,0.281831658773605,0.347579156949839,150,0
"151","2018-11-03",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,0,0,0,0,0,0,0,0,1,1,1,0,5,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151,115,100,0,0.49,0.653333333333333,0.735,0.784,0.784,0.819047619047619,0.899642857142857,0.9925,1.08488888888889,1.172,0,0.333333333333333,0.4,0.4,0.380952380952381,0.357142857142857,0.333333333333333,0.333333333333333,0.327272727272727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.133333333333333,0.142857142857143,0.142857142857143,0.138888888888889,0.133333333333333,0.127272727272727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.527632742082372,-0.283247475383915,-0.180323554131282,-0.123298216344494,-0.123298216344494,-0.0844173418125833,-0.000357206647841751,0.0884686479876082,0.169649005540188,0.240590464917931,151,0
"152","2018-11-04",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,24,NA,24,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,116,101,0,0.49,0.653333333333333,0.735,0.784,0.816666666666667,0.816666666666667,0.841785714285714,0.903888888888889,0.979111111111111,1.05690909090909,0,0,0.2,0.266666666666667,0.285714285714286,0.285714285714286,0.277777777777778,0.266666666666667,0.272727272727273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0666666666666667,0.0952380952380952,0.107142857142857,0.111111111111111,0.111111111111111,0.109090909090909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.527632742082372,-0.283247475383915,-0.180323554131282,-0.123298216344494,-0.0870113769896298,-0.0870113769896299,-0.0599775098100087,0.00388134670797238,0.0761376569809231,0.14575187201223,152,0
"153","2018-11-05",0,0,0,0,0,0,0,0,0,4,0,0,2,2,0,0,27,25.3333333333333,25.75,3,0,0,2,1,0,0,0,0,0,0,0,NA,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153,117,102,0,0.49,0.653333333333333,0.735,0.784,0.816666666666667,0.84,0.84,0.858888888888889,0.908222222222222,0.970363636363636,0,0,0,0.133333333333333,0.19047619047619,0.214285714285714,0.222222222222222,0.222222222222222,0.218181818181818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0476190476190476,0.0714285714285714,0.0833333333333333,0.0888888888888889,0.0909090909090909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.527632742082372,-0.283247475383915,-0.180323554131282,-0.123298216344494,-0.0870113769896298,-0.0618754037180876,-0.0618754037180875,-0.0419800722408829,0.0081886039055529,0.0679984378076991,153,0
